term;cat_answer;Func_answer;ant_answer;syn_answer;comp_answer;;;;;;;;;;;;;;;;;;;;
Ice;Substance ;Freeze;Fire;Frost;Ice age ;;;;;;;;;;;;;;;;;;;;
Rain;Weather;Fall;Sunny ;Mist;Monsoon ;;;;;;;;;;;;;;;;;;;;
Hare;Animal;Run;Tortoise;Rabbit;Husk;;;;;;;;;;;;;;;;;;;;
Rebel;Archertype;Defy ;Conform;Anarchist ;Rebellion ;;;;;;;;;;;;;;;;;;;;
Harry Potter;Character;Fight;Voldemort;Wizard;Harry Potter franchise ;;;;;;;;;;;;;;;;;;;;
Influencer ;Profession;Post ;Follower;Promoter ;Instagram ;;;;;;;;;;;;;;;;;;;;
Coach;Profession;Train;Player;Trainer ;Tournament;;;;;;;;;;;;;;;;;;;;
Sixth ;Order;Situate;Sixth last;Six;Competition;;;;;;;;;;;;;;;;;;;;
Apple ;Fruit;Bite;Banana ;The forbidden fruit ;Cider ;;;;;;;;;;;;;;;;;;;;
Beef;Food;Cook;Potatoe ;Steak ;Broth ;;;;;;;;;;;;;;;;;;;;
Ceramic;Material;Crack ;Steel ;Porcelain ;Jar ;;;;;;;;;;;;;;;;;;;;
Concrete;Material;Mix ;Grass;Cement ;Bridge ;;;;;;;;;;;;;;;;;;;;
Cotton;Material;Sew;Steel;Gossypium ;Socks ;;;;;;;;;;;;;;;;;;;;
Gold;Material;Search;Silver ;Yellow;Earring ;;;;;;;;;;;;;;;;;;;;
Rubber ;Material;Extract;Glass;Latex;Boots ;;;;;;;;;;;;;;;;;;;;
Silk ;Fabric ;Sew;Sandpaper;Satin;Slip dress;;;;;;;;;;;;;;;;;;;;
Stone;Material;Collect;Bunny ;Rock;Japanese dry garden;;;;;;;;;;;;;;;;;;;;
Wool;Material ;Felt ;Concrete ;Cashmere ;Scarf;;;;;;;;;;;;;;;;;;;;
Banana ;Fruit;Eat;Apple;Plantain;Muffin;;;;;;;;;;;;;;;;;;;;
Brick;Material ;Stack ;Cashmere;Block;House;;;;;;;;;;;;;;;;;;;;
Bronze;Material;Sculpt;Pale ;Brown ;Bronze medal;;;;;;;;;;;;;;;;;;;;
Cheese;Food;Savour ;Tomato;Cheddar;Fondue;;;;;;;;;;;;;;;;;;;;
Cherry;Fruit;Nibble;Whale ;Cerise ;Pie;;;;;;;;;;;;;;;;;;;;
Dark chocolate;Dessert;Enjoy ;White chocolate ;Plain chocolate ;Brownie;;;;;;;;;;;;;;;;;;;;
Denim;Clothing;Wear;Satin;Dungaree;Skirt;;;;;;;;;;;;;;;;;;;;
Blue;Color;Paint;Orange;Azure;Color wheel;;;;;;;;;;;;;;;;;;;;
Dreamer;Personality;Imagine ;Realist;Visionary;Art schools;;;;;;;;;;;;;;;;;;;;
Optimist;Personality;Hope;Pessimist;Idealist;The Civil Rights Movement;;;;;;;;;;;;;;;;;;;;
Empath;Trait;Feel;Sociopath;Compassionate;Charity ;;;;;;;;;;;;;;;;;;;;
Beliver ;Personality ;Believe;Cynic;Faithful;Religion ;;;;;;;;;;;;;;;;;;;;
Insider;Societal position;Know ;Outsider;Member ;Secret Society ;;;;;;;;;;;;;;;;;;;;
Foreigner;Societal position;Adapt ;Native;Outsider ;Tourist groups;;;;;;;;;;;;;;;;;;;;
Native;Societal position;Belong;Outsider;Local ;Country ;;;;;;;;;;;;;;;;;;;;
Protector;Societal role;Protect;Terrorist;Guardian;Army ;;;;;;;;;;;;;;;;;;;;
Innocent ;Trait ;Protect;Guilty ;Naive ;Child ;;;;;;;;;;;;;;;;;;;;
Saint;Character;Transcend ;Sinner;Holy;Heaven ;;;;;;;;;;;;;;;;;;;;
Host;Role;Host;Guest;Inviter;Party;;;;;;;;;;;;;;;;;;;;
Buyer;Role ;Buy;Seller;Consumer ;Auction ;;;;;;;;;;;;;;;;;;;;
Protagonist;Archetype;Lead;Anatagonist;Hero;Game of Thrones ;;;;;;;;;;;;;;;;;;;;
Fool;Archetype;Jest;Sage;Jester;Court;;;;;;;;;;;;;;;;;;;;
Destroyer;Archetype;Destroy;Creator ;Annihilator;War;;;;;;;;;;;;;;;;;;;;
Patriot;Person;Fight ;Traitor ;Nationalist;Xenophobia ;;;;;;;;;;;;;;;;;;;;
Defender;Archetype;Protect;Attacker;Guardian;Army ;;;;;;;;;;;;;;;;;;;;
Darth Vader;Villan;Oppress;Luke Skywalker ;Fallen hero;Star Wars ;;;;;;;;;;;;;;;;;;;;
Barbie;Toy;Play ;Ken;Doll ;Barbie (2023);;;;;;;;;;;;;;;;;;;;
Red ;Color;Paint;Blue;Crimson;Rainbow ;;;;;;;;;;;;;;;;;;;;
Thief;Criminal;Steal ;Police;Burglar ;Prison ;;;;;;;;;;;;;;;;;;;;
Boss;Position;Command ;Employee;Chief ;Company ;;;;;;;;;;;;;;;;;;;;
Jedi;Character;Meditate ;Sith;Force wielder ;The Jedi Temple ;;;;;;;;;;;;;;;;;;;;
Pilot;Profession;Fly ;Passanger;Aviator ;Airplane ;;;;;;;;;;;;;;;;;;;;
Creator ;Archertype;Create;Consumer ;Generator ;Art universities ;;;;;;;;;;;;;;;;;;;;
Chaos;State ;Struggle ;Peace ;Disorder ;Battlefield ;;;;;;;;;;;;;;;;;;;;
Heart;Organ;Pump;Brain ;Cardiac ;Circulatory system ;;;;;;;;;;;;;;;;;;;;
Birth;Event;Give ;Death ;Origin;Hospital ;;;;;;;;;;;;;;;;;;;;
Wedding;Event;Celebrate ;Divorce;Marriage;Magistrate ;;;;;;;;;;;;;;;;;;;;
Pregnancy;Event ;Expect ;Miscarrigage;Gestation;Hospital;;;;;;;;;;;;;;;;;;;;
Impeachement ;Event ;Remove ;Inauguration ;Denunciation ;Revolution ;;;;;;;;;;;;;;;;;;;;
Inauguration;Event;Swear ;Impeachment;Initiation;Presidental ceremony ;;;;;;;;;;;;;;;;;;;;
Dawn;Time;Break ;Dusk;Sunrise;Week ;;;;;;;;;;;;;;;;;;;;
Eclips;Astronomical event ;Obscure;Midday;Occultation ;Omen;;;;;;;;;;;;;;;;;;;;
Apple ;Technology ;Call ;Samsung ;Macintosh ;Stock market ;;;;;;;;;;;;;;;;;;;;
Eyes;Body part ;See;Mouth;Ocular;Spider ;;;;;;;;;;;;;;;;;;;;
Ear;Body part;Listen ;Mouth;Auricle ;Head ;;;;;;;;;;;;;;;;;;;;
Arms;Body part ;Pick up;Legs ;Upper limbs ;Octopus;;;;;;;;;;;;;;;;;;;;
Legs;Body part;Walk;Arms ;Lower limbs ;Centipede ;;;;;;;;;;;;;;;;;;;;
Scissors ;Tool ;Cut;Rock;Clippers ;Tailor shop;;;;;;;;;;;;;;;;;;;;
Photo;Object ;Capture;Drawing;Picture ;Photo album ;;;;;;;;;;;;;;;;;;;;
Heater ;Tool;Heat ;Freezer;Radiator;Heating system;;;;;;;;;;;;;;;;;;;;
Painter ;Profession;Paint ;Viewer ;Artist;Museum ;;;;;;;;;;;;;;;;;;;;
Key;Object ;Unlock ;Lock;Passcode;Keyboard;;;;;;;;;;;;;;;;;;;;
Sender ;Status;Send;Receiver ;Mailer;Post office ;;;;;;;;;;;;;;;;;;;;
Kiss;Action;Receive ;Hug;Smooch;Romance ;;;;;;;;;;;;;;;;;;;;
Censorship;Politics ;Censor ;Suppression;Feedom of speech;Dictatorship;;;;;;;;;;;;;;;;;;;;
Conditioner ;Product ;Moisturise;Frizz;Hair treatment ;Fabric softener ;;;;;;;;;;;;;;;;;;;;
Razor ;Tool;Shave ;Beard ;Shaver ;Barbershop;;;;;;;;;;;;;;;;;;;;
Hair dryer ;Tool;Blow ;Wet hair ;Blow dryer ;Hair salon ;;;;;;;;;;;;;;;;;;;;
Pillow;Object ;Prop;Rock;Cushion;Ikea ;;;;;;;;;;;;;;;;;;;;
Earplug;Object ;Protect ;Noise;Foam plugs ;Festival ;;;;;;;;;;;;;;;;;;;;
Pencil;Tool;Write ;Eraser;Pen;Pencil case ;;;;;;;;;;;;;;;;;;;;
Chalk;Tool ;Sketch;Water ;Crayon;Cement ;;;;;;;;;;;;;;;;;;;;
Ruler ;Tool;Measure ;Wavy line;Measuring tape;Drafting kit;;;;;;;;;;;;;;;;;;;;
Homework ;Task;Study ;Free time ;Schoolwork;School ;;;;;;;;;;;;;;;;;;;;
Consumerism ;Ideology ;Buy ;Minimalism ;Materialism;Consumer culture;;;;;;;;;;;;;;;;;;;;
Billionaire;Economic Status ;Accumulate;Pauper ;Multimillionaire ;Plutocracy ;;;;;;;;;;;;;;;;;;;;
Libertarianism;Ideology ;Free;Authoritarianism ;Minimal government;The Libertarian Party;;;;;;;;;;;;;;;;;;;;
Nationalism ;Ideology ;Unite;Globalism ;Patriotism ;Ethnocracy;;;;;;;;;;;;;;;;;;;;
Secularism;Ideology ;Separate;Theocracy ;Church-state separation;France ;;;;;;;;;;;;;;;;;;;;
God;Theology ;Create ;Devil ;Deity ;Hinduism ;;;;;;;;;;;;;;;;;;;;
Feudalism;Social structure ;Rank ;Egalitarianism;Feudal system;Middle Ages ;;;;;;;;;;;;;;;;;;;;
Left ;Politics ;Redistribute;Right ;Liberal ;Communism;;;;;;;;;;;;;;;;;;;;
Free will ;Philosophy;Choose ;Determinism;Volition ;Metaphysical Libertarianism ;;;;;;;;;;;;;;;;;;;;
Anti-colonialism;Ideology ;Dismantle;Imperialism;Decolonization;Algerian War;;;;;;;;;;;;;;;;;;;;
Materialism ;Ideology ;Consume ;Spiritualism;Consumerism ;Consumer culture ;;;;;;;;;;;;;;;;;;;;
Monotheism;Religion;Believe;Polytheism ;One god ;Sikhism  ;;;;;;;;;;;;;;;;;;;;
Sacred;Status ;Sanctify ;Mundane ;Holy ;Pilgrimage;;;;;;;;;;;;;;;;;;;;
Attachment;Psychology;Cling ;Detachment;Dependency;Photo album;;;;;;;;;;;;;;;;;;;;
Creationism;Ideology;Explain ;Evolution;Intelligent desing theory;The Bible ;;;;;;;;;;;;;;;;;;;;
Hot sauce ;Condiment;Burn ;Mayo;Spicy sauce;Spicy Mayo;;;;;;;;;;;;;;;;;;;;
Negative ;Temperature;Cool;Positive ;Cold;Winter;;;;;;;;;;;;;;;;;;;;
Glacier ;Nature ;Float ;Volcano ;Iceberg ;Ice age ;;;;;;;;;;;;;;;;;;;;
Sea;Nature ;Devour ;Mountain ;Saltwater ;Ocean;;;;;;;;;;;;;;;;;;;;
Ancient tree;Nature;Endure ;Seedling ;Elder tree ;Old-growth forest ;;;;;;;;;;;;;;;;;;;;
Streetwear;Clothing;Signal ;Haute couture;Casual style;Subculture ;;;;;;;;;;;;;;;;;;;;
Ballet flats;Clothing;Walk ;Combat boots;Flat shoes ;Wardrobe ;;;;;;;;;;;;;;;;;;;;
New money;Societal Status ;Flaunt;Old Money ;Nouveau Riche;Silicon Valley;;;;;;;;;;;;;;;;;;;;
Shorts;Clothing;Expose ;Sweater;Trunks ;Outfit ;;;;;;;;;;;;;;;;;;;;
Sunhat;Clothing;Shield;Beanie ;Straw hat;Wardrobe ;;;;;;;;;;;;;;;;;;;;
Sundress ;Clothing;Twirl;Winter jacket ;Summer dress;Attire ;;;;;;;;;;;;;;;;;;;;
Golden hour;Time ;Glow ;Blue hour ;Magic hour ;Sunset ;;;;;;;;;;;;;;;;;;;;
Lemonade ;Beverage;Refreshe;Hot chocolate ;Lemon soda ;Lemonade stand ;;;;;;;;;;;;;;;;;;;;
Black hole ;Astronomical object ;Consume;Protostar ;Void;Space ;;;;;;;;;;;;;;;;;;;;
Infinite ;Quantity;Expand;Definite ;Endless ;Universe;;;;;;;;;;;;;;;;;;;;
Alien;Status ;Visit;Human;Extraterrestrial ;Space ;;;;;;;;;;;;;;;;;;;;
Angel ;Religion;Guard ;Demon;Saint;Heaven ;;;;;;;;;;;;;;;;;;;;
Vampire ;Mythical creature;Bite ;Priest;The undead;Twilight ;;;;;;;;;;;;;;;;;;;;
Siren ;Mythical creature;Lure;Sailor ;Mermaid ;Ocean ;;;;;;;;;;;;;;;;;;;;
Monk;Religion;Pray;Soldier ;Ascetic;Monastery ;;;;;;;;;;;;;;;;;;;;
Human;Animal;Think;Machine;Mortal;Society ;;;;;;;;;;;;;;;;;;;;
Mercy;Trait;Forgive;Punishment ;Compassion;Allah;;;;;;;;;;;;;;;;;;;;
Soul;Mythology ;Yearn ;Body;Spirit ;Humanity;;;;;;;;;;;;;;;;;;;;
Revenge ;Action;Scheme;Forgiveness ;Retaliation;The Count of Monte Cristo ;;;;;;;;;;;;;;;;;;;;
Active ;State ;Engage ;Passive ;Energetic ;Energy ;;;;;;;;;;;;;;;;;;;;
Exhale ;Action ;Release ;Inhale ;Breath out;Breathing ;;;;;;;;;;;;;;;;;;;;
Cello;Instrument;Play;Tambourine;Violoncello;Orchestra;;;;;;;;;;;;;;;;;;;;
Compassion;Feeling ;Sympathise ;Resentment ;Empathy ;Quan Yin;;;;;;;;;;;;;;;;;;;;
Tinnitus;Ear condition;Echo ;Silence ;Rining ;Hospital;;;;;;;;;;;;;;;;;;;;
Stiffness ;State ;Restrain ;Flexibility ;Rigidity ;Stiff person syndrome (SPS) ;;;;;;;;;;;;;;;;;;;;
Acne ;Skin condition ;Inflame ;Clear skin ;Pimples ;Youth ;;;;;;;;;;;;;;;;;;;;
Limp;State ;Wobble ;Hard;Flaccid ;Injury ;;;;;;;;;;;;;;;;;;;;
Mental fog ;Condition;Cloud;Clarity ;Haze ;Dementia ;;;;;;;;;;;;;;;;;;;;
Scales;Texture ;Flake ;Fur;Plates ;Lizard ;;;;;;;;;;;;;;;;;;;;
Cold-blooded;Physiology ;Regulate ;Warm-blooded ;Ecothermic;Snake ;;;;;;;;;;;;;;;;;;;;
Carnivore ;Diet ;Hunt;Herbivore ;Meat-eater ;Lion ;;;;;;;;;;;;;;;;;;;;
Startup;Business;Launch;Lineage ;New business;Slush;;;;;;;;;;;;;;;;;;;;
Offense ;Sport;Advance ;Defense ;Attack;Game ;;;;;;;;;;;;;;;;;;;;
Christmas ;Holiday;Celebrate ;Midsummer ;Yule ;Christianity ;;;;;;;;;;;;;;;;;;;;
Bachelor;Status ;Date;Husband ;Single;The Bachelor;;;;;;;;;;;;;;;;;;;;
Master's student;Student ;Study;Bachelor's student ;Postgraduate;University ;;;;;;;;;;;;;;;;;;;;
Failure ;Outcome;Agonize;Success;Defeat;Catastrophe;;;;;;;;;;;;;;;;;;;;
Chef;Profession;Prepare;Food critic;Culinarian;Restaurant;;;;;;;;;;;;;;;;;;;;
Penguin;Animal;Totter;Camel;Spheniscidae;Colony ;;;;;;;;;;;;;;;;;;;;
Professor;Profession;Research ;First-year student;Teacher ;University ;;;;;;;;;;;;;;;;;;;;
Deep;Dimension;Sink;Shallow;Far;Mariana Trench;;;;;;;;;;;;;;;;;;;;
Snail;Gastropoda ;Dawdle;Cheetah ;Escargot ;Garden ;;;;;;;;;;;;;;;;;;;;
Assassin;Profession;Kill;Doctor ;Hitman;Assassin's Creed ;;;;;;;;;;;;;;;;;;;;
Bacon;Meat;Fry ;Tofu ;Flitch;BLT ;;;;;;;;;;;;;;;;;;;;
Soda ;Beverage ;Fizz;Water;Pop;Vending machine ;;;;;;;;;;;;;;;;;;;;
Kale ;Vegetable ;Chop ;Donut ;Leaf cabbage ;Salad ;;;;;;;;;;;;;;;;;;;;
Ice cream ;Dessert ;Scoop;Soup;Gelato;Banana split ;;;;;;;;;;;;;;;;;;;;
Cigarette ;Tobacco product ;Smoke;Fresh air ;Rollie ;Cigarette pack ;;;;;;;;;;;;;;;;;;;;
Candle;Object ;Burn ;Eclipse ;Taper ;Birthday cake ;;;;;;;;;;;;;;;;;;;;
Coconut ;Fruit ;Crack ;Snowball ;Coco;Pina colada ;;;;;;;;;;;;;;;;;;;;
Egg;Animal product ;Fry ;Watermelon ;Ovum ;Omelette ;;;;;;;;;;;;;;;;;;;;
Pirate;Criminal;Steal ;Naval officer;Buccaneer;Pirates of the Carribean ;;;;;;;;;;;;;;;;;;;;
Werewolf ;Mythical creature;Transform ;Vampire ;Lycanthrope;Teen Wolf ;;;;;;;;;;;;;;;;;;;;
Zeus ;Mythology ;Rule ;Erebus ;Jupiter ;Greek pantheon;;;;;;;;;;;;;;;;;;;;
Jazz ;Music genre ;Improvise ;Silence ;Swing ;Jazz club ;;;;;;;;;;;;;;;;;;;;
Rock;Music genre ;Sing ;Lullaby ;Metal ;Concert ;;;;;;;;;;;;;;;;;;;;
Violin;Instrument;Play ;Drum;Fiddle ;Orchestra ;;;;;;;;;;;;;;;;;;;;
Flute;Instrument;Blow ;Guitar ;Piccolo;Orchestra ;;;;;;;;;;;;;;;;;;;;
Piano;Instrument;Play ;Drum;Keyboard;Conservatory;;;;;;;;;;;;;;;;;;;;
Wine;Beverage;Sip;Water;Vino ;Vineyard ;;;;;;;;;;;;;;;;;;;;
Casket;Object ;Bury;Incubator;Coffin;Funeral;;;;;;;;;;;;;;;;;;;;
Anchor;Object ;Attach;Propeller;Kedge;Ship ;;;;;;;;;;;;;;;;;;;;
Wheel;Object ;Drive ;Stop;Tire;Car;;;;;;;;;;;;;;;;;;;;
Model;Profession;Pose;Viewer ;Mannequin;Modeling agency ;;;;;;;;;;;;;;;;;;;;
Clown;Profession;Perform;Audience ;Jester ;Circus ;;;;;;;;;;;;;;;;;;;;
Lion;Animal;Roar;Lamb;The King of the Jungle;Zoo;;;;;;;;;;;;;;;;;;;;
Horse;Animal;Gallop;Mouse;Stallion;Stable;;;;;;;;;;;;;;;;;;;;
Page;Object ;Write ;Cover ;Sheet;Book;;;;;;;;;;;;;;;;;;;;
Battery;Object ;Charge ;Unplug ;Cell ;Toy ;;;;;;;;;;;;;;;;;;;;
Apperol;Beverage ;Sip;Water;Italian bitter apéritif;Aperol spritz;;;;;;;;;;;;;;;;;;;;
Tomb;Object ;Bury;Nursery;Crypt;Graveyard;;;;;;;;;;;;;;;;;;;;
Sand ;Material;Build;Water;Grit ;Beach ;;;;;;;;;;;;;;;;;;;;
Leaf;Object ;Fall;Root;Frond;Tree;;;;;;;;;;;;;;;;;;;;
Card;Object ;Shuffle;Die;Playing card;Deck;;;;;;;;;;;;;;;;;;;;
Dumbbell;Object ;Lift;Foam roller ;Barbell;Gym;;;;;;;;;;;;;;;;;;;;
Book;Object ;Read;Phone;Novel;Library ;;;;;;;;;;;;;;;;;;;;
Toy;Object ;Play ;Homework;Doll ;Toy Story;;;;;;;;;;;;;;;;;;;;
Matcha;Tea;Sip;Water;Green tea;Matcha latte;;;;;;;;;;;;;;;;;;;;
Bead;Object ;Weave ;Boulder;Gem;Necklace ;;;;;;;;;;;;;;;;;;;;
Feather ;Object ;Fly ;Scale;Plume;Bird;;;;;;;;;;;;;;;;;;;;
Singer;Profession;Sing ;Audience;Vocalist;Band;;;;;;;;;;;;;;;;;;;;
Nail file ;Object ;Shape;Lotion;Emery Board;Nail salon;;;;;;;;;;;;;;;;;;;;
Bread;Food;Bake;Meat;Loaf;Bakery;;;;;;;;;;;;;;;;;;;;
Sugar;Food;Sweeten;Salt;Sucrose;Candy;;;;;;;;;;;;;;;;;;;;
Venus;Planet;Orbit;Asteroid;Morning star;Solar system;;;;;;;;;;;;;;;;;;;;
Fairy ;Mythical creature;Enchant;Ogre;Pixie;Winx Club;;;;;;;;;;;;;;;;;;;;
Bone;Body part;Fracture;Muscle;Os;Skeleton;;;;;;;;;;;;;;;;;;;;
Suit;Clothing;Wear;Pajamas;Tuxedo;Wedding;;;;;;;;;;;;;;;;;;;;
Cycling;Sport;Pedal;Walking;Biking;Tour de France;;;;;;;;;;;;;;;;;;;;
Ballerina;Profession;Dance ;Spectator;Ballet dancer;Bolshoi Ballet;;;;;;;;;;;;;;;;;;;;
